SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,BANDING_CODES,ORDER,FAMILY_COM_NAME,4-Letter-Code (IBP),Common Name (IBP),6-Letter-Code (IBP),中文名,英文名,Common Name (BBL),4-Letter-Code (BBL),Name_Diff,Code_Diff,Common-Names,4-Letter-Code
Pelecanoides urinatrix,Common Diving-Petrel,codpet1,species,,Procellariiformes,Shearwaters and Petrels,,,,,,,,,,Common Diving-Petrel,
Pelecanoides georgicus,South Georgia Diving-Petrel,sgdpet1,species,,Procellariiformes,Shearwaters and Petrels,,,,,,,,,,South Georgia Diving-Petrel,
Pelecanoides magellani,Magellanic Diving-Petrel,madpet1,species,,Procellariiformes,Shearwaters and Petrels,,,,,,,,,,Magellanic Diving-Petrel,
Anastomus oscitans,Asian Openbill,asiope1,species,,Ciconiiformes,Storks,,,,钳嘴鹳,Asian Openbill,,,,,Asian Openbill,
Anastomus lamelligerus,African Openbill,afrope1,species,,Ciconiiformes,Storks,,,,,,,,,,African Openbill,
Ciconia nigra,Black Stork,blasto1,species,,Ciconiiformes,Storks,,,,黑鹳,Black Stork,,,,,Black Stork,
Ciconia abdimii,Abdim's Stork,abdsto1,species,,Ciconiiformes,Storks,,,,,,,,,,Abdim's Stork,
Ciconia microscelis,African Woolly-necked Stork,wonsto2,species,,Ciconiiformes,Storks,,,,,,,,,,African Woolly-necked Stork,
Ciconia episcopus,Asian Woolly-necked Stork,wonsto1,species,,Ciconiiformes,Storks,,,,白颈鹳,Asian Woolly-necked Stork,,,,,Asian Woolly-necked Stork,
Ciconia stormi,Storm's Stork,stosto1,species,,Ciconiiformes,Storks,,,,,,,,,,Storm's Stork,
Ciconia maguari,Maguari Stork,magsto1,species,MAST,Ciconiiformes,Storks,MAST,Maguari Stork,JCICMA,,,,,,,Maguari Stork,MAST
Ciconia ciconia,White Stork,whisto1,species,,Ciconiiformes,Storks,,,,白鹳,White Stork,,,,,White Stork,
Ciconia nigra x ciconia,Black x White Stork (hybrid),x01098,hybrid,,Ciconiiformes,Storks,,,,,,,,,,Black x White Stork (hybrid),
Ciconia boyciana,Oriental Stork,oristo1,species,,Ciconiiformes,Storks,,,,东方白鹳,Oriental Stork,,,,,Oriental Stork,
Ephippiorhynchus asiaticus,Black-necked Stork,blnsto1,species,,Ciconiiformes,Storks,,,,,,,,,,Black-necked Stork,
Ephippiorhynchus senegalensis,Saddle-billed Stork,sabsto1,species,,Ciconiiformes,Storks,,,,,,,,,,Saddle-billed Stork,
Jabiru mycteria,Jabiru,jabiru,species,JABI,Ciconiiformes,Storks,JABI,Jabiru,JABMYC,,,,,,,Jabiru,JABI
Leptoptilos javanicus,Lesser Adjutant,lesadj1,species,,Ciconiiformes,Storks,,,,秃鹳,Lesser Adjutant,,,,,Lesser Adjutant,
Leptoptilos crumenifer,Marabou Stork,marsto1,species,,Ciconiiformes,Storks,,,,,,,,,,Marabou Stork,
Leptoptilos dubius,Greater Adjutant,greadj1,species,,Ciconiiformes,Storks,,,,,,,,,,Greater Adjutant,
Mycteria americana,Wood Stork,woosto,species,WOST,Ciconiiformes,Storks,WOST,Wood Stork,MYCAME,,,Wood Stork,WOST,,,Wood Stork,WOST
Mycteria cinerea,Milky Stork,milsto1,species,,Ciconiiformes,Storks,,,,,,,,,,Milky Stork,
Mycteria ibis,Yellow-billed Stork,yebsto1,species,,Ciconiiformes,Storks,,,,,,,,,,Yellow-billed Stork,
Mycteria leucocephala,Painted Stork,paisto1,species,,Ciconiiformes,Storks,,,,彩鹳,Painted Stork,,,,,Painted Stork,
Mycteria cinerea x leucocephala,Milky x Painted Stork (hybrid),x00729,hybrid,,Ciconiiformes,Storks,,,,,,,,,,Milky x Painted Stork (hybrid),
Fregata aquila,Ascension Frigatebird,asifri1,species,,Suliformes,Frigatebirds,,,,,,,,,,Ascension Frigatebird,
Fregata magnificens,Magnificent Frigatebird,magfri,species,MAFR,Suliformes,Frigatebirds,MAFR,Magnificent Frigatebird,FREMAG,,,Magnificent Frigatebird,MAFR,,,Magnificent Frigatebird,MAFR
Fregata ariel,Lesser Frigatebird,lesfri,species,LEFR,Suliformes,Frigatebirds,LEFR,Lesser Frigatebird,FREARI,白斑军舰鸟,Lesser Frigatebird,Lesser Frigatebird,LEFR,,,Lesser Frigatebird,LEFR
Fregata minor,Great Frigatebird,grefri,species,GREF,Suliformes,Frigatebirds,GREF,Great Frigatebird,FREMIN,黑腹军舰鸟,Great Frigatebird,Great Frigatebird,GRFR,,BBL,Great Frigatebird,GREF
Fregata andrewsi,Christmas Island Frigatebird,chifri1,species,,Suliformes,Frigatebirds,,,,白腹军舰鸟,Christmas Island Frigatebird,,,,,Christmas Island Frigatebird,
Papasula abbotti,Abbott's Booby,abbboo2,species,,Suliformes,Boobies and Gannets,,,,,,,,,,Abbott's Booby,
Morus bassanus,Northern Gannet,norgan,species,NOGA,Suliformes,Boobies and Gannets,NOGA,Northern Gannet,MORBAS,,,Northern Gannet,NOGA,,,Northern Gannet,NOGA
Morus capensis,Cape Gannet,capgan1,species,,Suliformes,Boobies and Gannets,,,,,,,,,,Cape Gannet,
Morus serrator,Australasian Gannet,ausgan1,species,,Suliformes,Boobies and Gannets,,,,,,,,,,Australasian Gannet,
Morus capensis x serrator,Cape x Australasian Gannet (hybrid),x01234,hybrid,,Suliformes,Boobies and Gannets,,,,,,,,,,Cape x Australasian Gannet (hybrid),
Sula sula,Red-footed Booby,refboo,species,RFBO,Suliformes,Boobies and Gannets,RFBO,Red-footed Booby,SULSUL,红脚鲣鸟,Red-footed Booby,Red-footed Booby,RFBO,,,Red-footed Booby,RFBO
Sula leucogaster,Brown Booby,brnboo,species,BRBO,Suliformes,Boobies and Gannets,BRBO,Brown Booby,SULLEU,褐鲣鸟,Brown Booby,,,,,Brown Booby,BRBO
Sula brewsteri,Cocos Booby,cocboo1,species,COBO,Suliformes,Boobies and Gannets,COBO,Cocos Booby,SULBRE,,,,,,,Cocos Booby,COBO
Sula dactylatra,Masked Booby,masboo,species,MABO,Suliformes,Boobies and Gannets,MABO,Masked Booby,SULDAC,蓝脸鲣鸟,Masked Booby,Masked Booby,MABO,,,Masked Booby,MABO
Sula leucogaster x dactylatra,Brown x Masked Booby (hybrid),x00782,hybrid,,Suliformes,Boobies and Gannets,,,,,,,,,,Brown x Masked Booby (hybrid),
Sula granti,Nazca Booby,nazboo1,species,NABO,Suliformes,Boobies and Gannets,NABO,Nazca Booby,SULGRA,,,Nazca Booby,NABO,,,Nazca Booby,NABO
Sula dactylatra x granti,Masked x Nazca Booby (hybrid),x01064,hybrid,,Suliformes,Boobies and Gannets,,,,,,,,,,Masked x Nazca Booby (hybrid),
Sula nebouxii,Blue-footed Booby,bfoboo,species,BFBO,Suliformes,Boobies and Gannets,BFBO,Blue-footed Booby,SULNEB,,,Blue-footed Booby,BFBO,,,Blue-footed Booby,BFBO
Sula brewsteri x nebouxii,Cocos x Blue-footed Booby (hybrid),x00950,hybrid,,Suliformes,Boobies and Gannets,,,,,,,,,,Cocos x Blue-footed Booby (hybrid),
Sula variegata,Peruvian Booby,perboo1,species,PEBO,Suliformes,Boobies and Gannets,PEBO,Peruvian Booby,SULVAR,,,,,,,Peruvian Booby,PEBO
Sula nebouxii x variegata,Blue-footed x Peruvian Booby (hybrid),x01065,hybrid,,Suliformes,Boobies and Gannets,,,,,,,,,,Blue-footed x Peruvian Booby (hybrid),
Anhinga anhinga,Anhinga,anhing,species,ANHI,Suliformes,Anhingas,ANHI,Anhinga,ANHANH,,,Anhinga,ANHI,,,Anhinga,ANHI
Anhinga rufa,African Darter,darter3,species,,Suliformes,Anhingas,,,,,,,,,,African Darter,
Anhinga melanogaster,Oriental Darter,darter2,species,,Suliformes,Anhingas,,,,黑腹蛇鹈,Oriental Darter,,,,,Oriental Darter,
Anhinga novaehollandiae,Australasian Darter,darter4,species,,Suliformes,Anhingas,,,,,,,,,,Australasian Darter,
Microcarbo melanoleucos,Little Pied Cormorant,lipcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Little Pied Cormorant,
Microcarbo africanus,Reed Cormorant,lotcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Reed Cormorant,
Microcarbo coronatus,Crowned Cormorant,crocor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Crowned Cormorant,
Microcarbo niger,Little Cormorant,litcor1,species,,Suliformes,Cormorants and Shags,,,,黑颈鸬鹚,Little Cormorant,,,,,Little Cormorant,
Microcarbo pygmaeus,Pygmy Cormorant,pygcor2,species,,Suliformes,Cormorants and Shags,,,,侏鸬鹚,Pygmy Cormorant,,,,,Pygmy Cormorant,
Poikilocarbo gaimardi,Red-legged Cormorant,relcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Red-legged Cormorant,
Urile penicillatus,Brandt's Cormorant,bracor,species,BRAC,Suliformes,Cormorants and Shags,BRAC,Brandt's Cormorant,URIPEN,,,Brandt's Cormorant,BRAC,,,Brandt's Cormorant,BRAC
Urile urile,Red-faced Cormorant,refcor,species,RFCO,Suliformes,Cormorants and Shags,RFCO,Red-faced Cormorant,URIURI,红脸鸬鹚,Red-faced Cormorant,Red-faced Cormorant,RFCO,,,Red-faced Cormorant,RFCO
Urile pelagicus,Pelagic Cormorant,pelcor,species,PECO,Suliformes,Cormorants and Shags,PECO,Pelagic Cormorant,URIPEL,海鸬鹚,Pelagic Cormorant,Pelagic Cormorant,PECO,,,Pelagic Cormorant,PECO
Urile perspicillatus,Pallas's Cormorant,palcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Pallas's Cormorant,
Phalacrocorax neglectus,Bank Cormorant,bancor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Bank Cormorant,
Phalacrocorax capensis,Cape Cormorant,capcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Cape Cormorant,
Phalacrocorax carbo,Great Cormorant,grecor,species,GRCO,Suliformes,Cormorants and Shags,GRCO,Great Cormorant,PHACAR,普通鸬鹚,Great Cormorant,Great Cormorant,GRCO,,,Great Cormorant,GRCO
Phalacrocorax capillatus,Japanese Cormorant,japcor1,species,,Suliformes,Cormorants and Shags,,,,暗绿背鸬鹚,Japanese Cormorant,,,,,Japanese Cormorant,
Phalacrocorax nigrogularis,Socotra Cormorant,soccor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Socotra Cormorant,
Phalacrocorax punctatus,Spotted Shag,sposha1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Spotted Shag,
Phalacrocorax featherstoni,Pitt Island Shag,piisha1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Pitt Island Shag,
Phalacrocorax fuscicollis,Indian Cormorant,indcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Indian Cormorant,
Phalacrocorax sulcirostris,Little Black Cormorant,libcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Little Black Cormorant,
Phalacrocorax varius,Pied Cormorant,piecor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Pied Cormorant,
Phalacrocorax fuscescens,Black-faced Cormorant,blfcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Black-faced Cormorant,
Gulosus aristotelis,European Shag,eursha1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,European Shag,
Nannopterum harrisi,Flightless Cormorant,flicor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Flightless Cormorant,
Nannopterum auritum,Double-crested Cormorant,doccor,species,DCCO,Suliformes,Cormorants and Shags,DCCO,Double-crested Cormorant,NANAUR,,,Double-crested Cormorant,DCCO,,,Double-crested Cormorant,DCCO
Nannopterum brasilianum,Neotropic Cormorant,neocor,species,NECO,Suliformes,Cormorants and Shags,NECO,Neotropic Cormorant,NANBRA,,,Neotropic Cormorant,NECO,,,Neotropic Cormorant,NECO
Nannopterum auritum x brasilianum,Double-crested x Neotropic Cormorant (hybrid),x00783,hybrid,,Suliformes,Cormorants and Shags,,,,,,,,,,Double-crested x Neotropic Cormorant (hybrid),
Leucocarbo magellanicus,Magellanic Cormorant,magcor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Magellanic Cormorant,
Leucocarbo bougainvilliorum,Guanay Cormorant,guacor1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Guanay Cormorant,
Leucocarbo ranfurlyi,Bounty Islands Shag,boisha1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Bounty Islands Shag,
Leucocarbo carunculatus,New Zealand King Shag,rofsha1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,New Zealand King Shag,
Leucocarbo chalconotus,Stewart Island Shag,brosha1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Stewart Island Shag,
Leucocarbo onslowi,Chatham Islands Shag,chisha1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Chatham Islands Shag,
Leucocarbo colensoi,Auckland Islands Shag,auisha1,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Auckland Islands Shag,
Leucocarbo campbelli,Campbell Islands Shag,caisha2,species,,Suliformes,Cormorants and Shags,,,,,,,,,,Campbell Islands Shag,
Leucocarbo atriceps,Imperial Cormorant,impcor6,species,,Suliformes,Cormorants and Shags,,,,,,Blue-eyed Cormorant,BECO,BBL,BBL,Imperial Cormorant|Blue-eyed Cormorant,(BECO)
Leucocarbo bougainvilliorum x atriceps,Guanay x Imperial Cormorant (hybrid),x01186,hybrid,,Suliformes,Cormorants and Shags,,,,,,,,,,Guanay x Imperial Cormorant (hybrid),
Eudocimus albus,White Ibis,whiibi,species,WHIB,Pelecaniformes,Ibises and Spoonbills,WHIB,White Ibis,EUDALB,,,White Ibis,WHIB,,,White Ibis,WHIB
Eudocimus ruber,Scarlet Ibis,scaibi,species,SCIB,Pelecaniformes,Ibises and Spoonbills,SCIB,Scarlet Ibis,EUDRUB,,,Scarlet Ibis,SCIB,,,Scarlet Ibis,SCIB
Eudocimus albus x ruber,White x Scarlet Ibis (hybrid),x00428,hybrid,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,White x Scarlet Ibis (hybrid),
Plegadis falcinellus,Glossy Ibis,gloibi,species,GLIB,Pelecaniformes,Ibises and Spoonbills,GLIB,Glossy Ibis,PLEFAL,彩鹮,Glossy Ibis,Glossy Ibis,GLIB,,,Glossy Ibis,GLIB
Plegadis chihi,White-faced Ibis,whfibi,species,WFIB,Pelecaniformes,Ibises and Spoonbills,WFIB,White-faced Ibis,PLECHI,,,White-faced Ibis,WFIB,,,White-faced Ibis,WFIB
Plegadis falcinellus x chihi,Glossy x White-faced Ibis (hybrid),gxwibi1,hybrid,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Glossy x White-faced Ibis (hybrid),
Plegadis ridgwayi,Puna Ibis,punibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Puna Ibis,
Lophotibis cristata,Madagascar Ibis,madibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Madagascar Ibis,
Cercibis oxycerca,Sharp-tailed Ibis,shtibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Sharp-tailed Ibis,
Mesembrinibis cayennensis,Green Ibis,greibi1,species,GRIB,Pelecaniformes,Ibises and Spoonbills,GRIB,Green Ibis,MESCAY,,,,,,,Green Ibis,GRIB
Phimosus infuscatus,Bare-faced Ibis,bafibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Bare-faced Ibis,
Theristicus caerulescens,Plumbeous Ibis,pluibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Plumbeous Ibis,
Theristicus caudatus,Buff-necked Ibis,bunibi1,species,BNIB,Pelecaniformes,Ibises and Spoonbills,BNIB,Buff-necked Ibis,THECAU,,,,,,,Buff-necked Ibis,BNIB
Theristicus melanopis,Black-faced Ibis,bkfibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Black-faced Ibis,
Theristicus branickii,Andean Ibis,bkfibi2,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Andean Ibis,
Threskiornis aethiopicus,African Sacred Ibis,sacibi2,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,African Sacred Ibis,
Threskiornis bernieri,Malagasy Sacred Ibis,sacibi3,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Malagasy Sacred Ibis,
Threskiornis solitarius,Reunion Ibis,reusol1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Reunion Ibis,
Threskiornis melanocephalus,Black-headed Ibis,blhibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,黑头白鹮,Black-headed Ibis,,,,,Black-headed Ibis,
Threskiornis molucca,Australian Ibis,ausibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Australian Ibis,
Threskiornis spinicollis,Straw-necked Ibis,stnibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Straw-necked Ibis,
Threskiornis molucca x spinicollis,Australian x Straw-necked Ibis (hybrid),x01157,hybrid,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Australian x Straw-necked Ibis (hybrid),
Pseudibis papillosa,Red-naped Ibis,renibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Red-naped Ibis,
Pseudibis davisoni,White-shouldered Ibis,whsibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,白肩黑鹮,White-shouldered Ibis,,,,,White-shouldered Ibis,
Pseudibis gigantea,Giant Ibis,giaibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Giant Ibis,
Geronticus eremita,Northern Bald Ibis,waldra1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Northern Bald Ibis,
Geronticus calvus,Southern Bald Ibis,balibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Southern Bald Ibis,
Nipponia nippon,Crested Ibis,creibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,朱鹮,Crested Ibis,,,,,Crested Ibis,
Bostrychia olivacea,Olive Ibis,oliibi2,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Olive Ibis,
Bostrychia bocagei,Sao Tome Ibis,oliibi3,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Sao Tome Ibis,
Bostrychia rara,Spot-breasted Ibis,spbibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Spot-breasted Ibis,
Bostrychia hagedash,Hadada Ibis,hadibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Hadada Ibis,
Bostrychia carunculata,Wattled Ibis,watibi1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Wattled Ibis,
Platalea leucorodia,Eurasian Spoonbill,eurspo1,species,ESPO,Pelecaniformes,Ibises and Spoonbills,ESPO,Eurasian Spoonbill,PLALEU,白琵鹭,Eurasian Spoonbill,,,,,Eurasian Spoonbill,ESPO
Platalea regia,Royal Spoonbill,royspo1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Royal Spoonbill,
Platalea alba,African Spoonbill,afrspo1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,African Spoonbill,
Platalea minor,Black-faced Spoonbill,blfspo1,species,,Pelecaniformes,Ibises and Spoonbills,,,,黑脸琵鹭,Black-faced Spoonbill,,,,,Black-faced Spoonbill,
Platalea leucorodia x minor,Eurasian x Black-faced Spoonbill (hybrid),x00883,hybrid,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Eurasian x Black-faced Spoonbill (hybrid),
Platalea flavipes,Yellow-billed Spoonbill,yebspo1,species,,Pelecaniformes,Ibises and Spoonbills,,,,,,,,,,Yellow-billed Spoonbill,
Platalea ajaja,Roseate Spoonbill,rosspo1,species,ROSP,Pelecaniformes,Ibises and Spoonbills,ROSP,Roseate Spoonbill,PLAAJA,,,Roseate Spoonbill,ROSP,,,Roseate Spoonbill,ROSP
Tigriornis leucolopha,White-crested Tiger-Heron,whcbit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,White-crested Tiger-Heron,
Tigrisoma lineatum,Rufescent Tiger-Heron,ruther1,species,RTHE,Pelecaniformes,"Herons, Egrets, and Bitterns",RTHE,Rufescent Tiger-Heron,TIGLIN,,,,,,,Rufescent Tiger-Heron,RTHE
Tigrisoma mexicanum,Bare-throated Tiger-Heron,btther1,species,BTTH,Pelecaniformes,"Herons, Egrets, and Bitterns",BTTH,Bare-throated Tiger-Heron,TIGMEX,,,,,,,Bare-throated Tiger-Heron,BTTH
Tigrisoma fasciatum,Fasciated Tiger-Heron,father1,species,FTHE,Pelecaniformes,"Herons, Egrets, and Bitterns",FTHE,Fasciated Tiger-Heron,TIGFAS,,,,,,,Fasciated Tiger-Heron,FTHE
Cochlearius cochlearius,Boat-billed Heron,bobher1,species,BBHE,Pelecaniformes,"Herons, Egrets, and Bitterns",BBHE,Boat-billed Heron,COCCOL,,,,,,,Boat-billed Heron,BBHE
Agamia agami,Agami Heron,agaher1,species,AGHE,Pelecaniformes,"Herons, Egrets, and Bitterns",AGHE,Agami Heron,AGAAGA,,,,,,,Agami Heron,AGHE
Zebrilus undulatus,Zigzag Heron,zigher1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Zigzag Heron,
Botaurus stellaris,Eurasian Bittern,grebit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,大麻鳽,Great Bittern,,,CNBIRD,,Eurasian Bittern|Great Bittern,
Botaurus poiciloptilus,Australasian Bittern,ausbit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Australasian Bittern,
Botaurus lentiginosus,American Bittern,amebit,species,AMBI,Pelecaniformes,"Herons, Egrets, and Bitterns",AMBI,American Bittern,BOTLEN,,,American Bittern,AMBI,,,American Bittern,AMBI
Botaurus pinnatus,Pinnated Bittern,pinbit1,species,PIBI,Pelecaniformes,"Herons, Egrets, and Bitterns",PIBI,Pinnated Bittern,BOTPIN,,,,,,,Pinnated Bittern,PIBI
Botaurus involucris,Stripe-backed Bittern,stbbit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Stripe-backed Bittern,
Botaurus exilis,Least Bittern,leabit,species,LEBI,Pelecaniformes,"Herons, Egrets, and Bitterns",LEBI,Least Bittern,BOTEXI,,,Least Bittern,LEBI,,,Least Bittern,LEBI
Botaurus flavicollis,Black Bittern,blabit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,黑鳽,Black Bittern,,,,,Black Bittern,
Botaurus cinnamomeus,Cinnamon Bittern,cinbit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,栗苇鳽,Cinnamon Bittern,,,,,Cinnamon Bittern,
Botaurus eurhythmus,Schrenck's Bittern,schbit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,紫背苇鳽,Von Schrenck's Bittern,,,CNBIRD,,Schrenck's Bittern|Von Schrenck's Bittern,
Botaurus sturmii,Dwarf Bittern,dwabit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Dwarf Bittern,
Botaurus minutus,Little Bittern,litbit1,species,LIBI,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,小苇鳽,Little Bittern,,,,,Little Bittern,LIBI
Botaurus sinensis,Yellow Bittern,yelbit,species,YEBI,Pelecaniformes,"Herons, Egrets, and Bitterns",YEBI,Yellow Bittern,BOTSIN,黄苇鳽,Yellow Bittern,Yellow Bittern,YEBI,,,Yellow Bittern,YEBI
Botaurus dubius,Black-backed Bittern,bkbbit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Black-backed Bittern,
Botaurus novaezelandiae,New Zealand Bittern,nezbit1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,New Zealand Bittern,
Nyctanassa violacea,Yellow-crowned Night Heron,ycnher,species,YCNH,Pelecaniformes,"Herons, Egrets, and Bitterns",YCNH,Yellow-crowned Night Heron,NYCVIO,,,Yellow-crowned Night Heron,YCNH,,,Yellow-crowned Night Heron,YCNH
Nyctanassa carcinocatactes,Bermuda Night Heron,bernih1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Bermuda Night Heron,
Nycticorax nycticorax,Black-crowned Night Heron,bcnher,species,BCNH,Pelecaniformes,"Herons, Egrets, and Bitterns",BCNH,Black-crowned Night Heron,NYCNYC,夜鹭,Black-crowned Night Heron,Black-crowned Night Heron,BCNH,,,Black-crowned Night Heron,BCNH
Nyctanassa violacea x Nycticorax nycticorax,Yellow-crowned x Black-crowned Night Heron (hybrid),x00704,hybrid,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Yellow-crowned x Black-crowned Night Heron (hybrid),
Nycticorax duboisi,Reunion Night Heron,reunih1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Reunion Night Heron,
Nycticorax mauritianus,Mauritius Night Heron,maunih1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Mauritius Night Heron,
Nycticorax megacephalus,Rodrigues Night Heron,rodnih1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,,,,,,,Rodrigues Night Heron,
Nycticorax caledonicus,Nankeen Night Heron,runher1,species,,Pelecaniformes,"Herons, Egrets, and Bitterns",,,,棕夜鹭,Nankeen Night Heron,,,,,Nankeen Night Heron,
